Facility_ID,Customer_ID,Facility_Name,Facility_Type,City
F0560,C0332,Facility 560,Hotel,Delhi
F0561,C0153,Facility 561,Hotel,Delhi
F0562,C0010,Facility 562,Hotel,Mumbai
F0563,C0444,Facility 563,Hotel,Bengaluru
F0564,C0164,Facility 564,Restaurant,Hyderabad
F0565,C0403,Facility 565,Hospital,Mumbai
F0566,C0099,Facility 566,Warehouse,Mumbai
F0567,C0082,Facility 567,Hospital,Bengaluru
F0568,C0390,Facility 568,Restaurant,Hyderabad
F0569,C0470,Facility 569,Plant,Mumbai
F0570,C0431,Facility 570,Plant,Bengaluru
F0571,C0376,Facility 571,Plant,Mumbai
F0572,C0124,Facility 572,Hospital,Chennai
F0573,C0457,Facility 573,Restaurant,Pune
F0574,C0334,Facility 574,Warehouse,Mumbai
F0575,C0087,Facility 575,Warehouse,Mumbai
F0576,C0065,Facility 576,Plant,Delhi
F0577,C0436,Facility 577,Plant,Delhi
F0578,C0138,Facility 578,Warehouse,Hyderabad
F0579,C0383,Facility 579,Plant,Pune
F0580,C0070,Facility 580,Warehouse,Chennai
F0581,C0141,Facility 581,Hotel,Bengaluru
F0582,C0142,Facility 582,Hospital,Delhi
F0583,C0141,Facility 583,Hotel,Bengaluru
F0584,C0338,Facility 584,Hotel,Delhi
F0585,C0458,Facility 585,Restaurant,Chennai
F0586,C0456,Facility 586,Hospital,Mumbai
F0587,C0371,Facility 587,Restaurant,Chennai
F0588,C0102,Facility 588,Restaurant,Mumbai
F0589,C0481,Facility 589,Plant,Bengaluru
F0590,C0272,Facility 590,Warehouse,Mumbai
F0591,C0273,Facility 591,Warehouse,Chennai
F0592,C0351,Facility 592,Hospital,Mumbai
F0593,C0385,Facility 593,Hospital,Hyderabad
F0594,C0477,Facility 594,Plant,Hyderabad
F0595,C0292,Facility 595,Hotel,Chennai
F0596,C0306,Facility 596,Restaurant,Delhi
F0597,C0373,Facility 597,Restaurant,Pune
F0598,C0128,Facility 598,Hotel,Delhi
F0599,C0154,Facility 599,Plant,Pune
F0600,C0313,Facility 600,Hospital,Hyderabad
F0601,C0033,Facility 601,Hotel,Bengaluru
F0602,C0161,Facility 602,Plant,Hyderabad
F0603,C0359,Facility 603,Hotel,Chennai
F0604,C0489,Facility 604,Plant,Delhi
F0605,C0260,Facility 605,Hotel,Bengaluru
F0606,C0200,Facility 606,Restaurant,Delhi
F0607,C0221,Facility 607,Warehouse,Mumbai
F0608,C0343,Facility 608,Hospital,Mumbai
F0609,C0273,Facility 609,Plant,Bengaluru
F0610,C0012,Facility 610,Plant,Hyderabad
F0611,C0270,Facility 611,Warehouse,Chennai
F0612,C0201,Facility 612,Hotel,Chennai
F0613,C0351,Facility 613,Plant,Mumbai
F0614,C0438,Facility 614,Warehouse,Mumbai
F0615,C0482,Facility 615,Plant,Delhi
F0616,C0306,Facility 616,Hotel,Bengaluru
F0617,C0182,Facility 617,Warehouse,Mumbai
F0618,C0222,Facility 618,Hotel,Delhi
F0619,C0089,Facility 619,Restaurant,Bengaluru
F0620,C0468,Facility 620,Restaurant,Delhi
F0621,C0424,Facility 621,Restaurant,Delhi
F0622,C0427,Facility 622,Restaurant,Delhi
F0623,C0165,Facility 623,Hotel,Hyderabad
F0624,C0162,Facility 624,Restaurant,Chennai
F0625,C0429,Facility 625,Warehouse,Delhi
F0626,C0273,Facility 626,Restaurant,Mumbai
F0627,C0353,Facility 627,Hospital,Pune
F0628,C0245,Facility 628,Warehouse,Mumbai
F0629,C0222,Facility 629,Hotel,Hyderabad
F0630,C0317,Facility 630,Restaurant,Hyderabad
F0631,C0407,Facility 631,Restaurant,Pune
F0632,C0168,Facility 632,Restaurant,Hyderabad
F0633,C0405,Facility 633,Warehouse,Mumbai
F0634,C0123,Facility 634,Restaurant,Hyderabad
F0635,C0202,Facility 635,Warehouse,Hyderabad
F0636,C0457,Facility 636,Hotel,Hyderabad
F0637,C0478,Facility 637,Plant,Bengaluru
F0638,C0462,Facility 638,Restaurant,Bengaluru
F0639,C0159,Facility 639,Hospital,Chennai
F0640,C0422,Facility 640,Hospital,Chennai
F0641,C0469,Facility 641,Plant,Chennai
F0642,C0490,Facility 642,Plant,Bengaluru
F0643,C0011,Facility 643,Plant,Bengaluru
F0644,C0373,Facility 644,Hotel,Mumbai
F0645,C0499,Facility 645,Restaurant,Hyderabad
F0646,C0383,Facility 646,Warehouse,Pune
F0647,C0117,Facility 647,Hotel,Bengaluru
F0648,C0382,Facility 648,Restaurant,Mumbai
F0649,C0053,Facility 649,Restaurant,Hyderabad
F0650,C0241,Facility 650,Warehouse,Delhi
F0651,C0314,Facility 651,Hospital,Delhi
F0652,C0229,Facility 652,Restaurant,Bengaluru
F0653,C0350,Facility 653,Plant,Pune
F0654,C0121,Facility 654,Hotel,Mumbai
F0655,C0304,Facility 655,Warehouse,Pune
F0656,C0323,Facility 656,Warehouse,Chennai
F0657,C0317,Facility 657,Plant,Delhi
F0658,C0145,Facility 658,Plant,Hyderabad
F0659,C0153,Facility 659,Plant,Mumbai
F0660,C0129,Facility 660,Plant,Pune
F0661,C0231,Facility 661,Warehouse,Delhi
F0662,C0293,Facility 662,Restaurant,Mumbai
F0663,C0182,Facility 663,Restaurant,Pune
F0664,C0205,Facility 664,Plant,Mumbai
F0665,C0144,Facility 665,Hotel,Mumbai
F0666,C0110,Facility 666,Warehouse,Hyderabad
F0667,C0329,Facility 667,Plant,Delhi
F0668,C0409,Facility 668,Plant,Mumbai
F0669,C0146,Facility 669,Hospital,Chennai
F0670,C0431,Facility 670,Hospital,Pune
F0671,C0286,Facility 671,Restaurant,Pune
F0672,C0084,Facility 672,Plant,Pune
F0673,C0183,Facility 673,Plant,Delhi
F0674,C0004,Facility 674,Plant,Hyderabad
F0675,C0020,Facility 675,Warehouse,Chennai
F0676,C0169,Facility 676,Warehouse,Pune
F0677,C0228,Facility 677,Plant,Pune
F0678,C0399,Facility 678,Hospital,Delhi
F0679,C0068,Facility 679,Restaurant,Pune
F0680,C0420,Facility 680,Restaurant,Pune
F0681,C0118,Facility 681,Plant,Hyderabad
F0682,C0070,Facility 682,Warehouse,Hyderabad
F0683,C0350,Facility 683,Hospital,Mumbai
F0684,C0388,Facility 684,Restaurant,Bengaluru
F0685,C0303,Facility 685,Hotel,Chennai
F0686,C0058,Facility 686,Plant,Bengaluru
F0687,C0058,Facility 687,Restaurant,Bengaluru
F0688,C0196,Facility 688,Restaurant,Pune
F0689,C0226,Facility 689,Restaurant,Bengaluru
F0690,C0500,Facility 690,Hospital,Chennai
F0691,C0144,Facility 691,Restaurant,Hyderabad
F0692,C0097,Facility 692,Plant,Delhi
F0693,C0473,Facility 693,Hospital,Pune
F0694,C0077,Facility 694,Hotel,Pune
F0695,C0014,Facility 695,Hospital,Hyderabad
F0696,C0212,Facility 696,Hotel,Mumbai
F0697,C0201,Facility 697,Hospital,Hyderabad
F0698,C0310,Facility 698,Plant,Delhi
F0699,C0439,Facility 699,Hotel,Bengaluru
F0700,C0467,Facility 700,Plant,Hyderabad
F0701,C0145,Facility 701,Hospital,Chennai
F0702,C0491,Facility 702,Warehouse,Pune
F0703,C0317,Facility 703,Plant,Delhi
F0704,C0035,Facility 704,Hospital,Mumbai
F0705,C0470,Facility 705,Restaurant,Chennai
F0706,C0069,Facility 706,Hotel,Hyderabad
F0707,C0295,Facility 707,Hotel,Pune
F0708,C0396,Facility 708,Warehouse,Chennai
F0709,C0125,Facility 709,Warehouse,Mumbai
F0710,C0136,Facility 710,Hotel,Hyderabad
F0711,C0239,Facility 711,Hospital,Delhi
F0712,C0443,Facility 712,Hotel,Delhi
F0713,C0112,Facility 713,Hospital,Delhi
F0714,C0332,Facility 714,Hospital,Bengaluru
F0715,C0227,Facility 715,Hospital,Hyderabad
F0716,C0056,Facility 716,Restaurant,Mumbai
F0717,C0356,Facility 717,Hotel,Delhi
F0718,C0417,Facility 718,Warehouse,Bengaluru
F0719,C0288,Facility 719,Plant,Chennai
F0720,C0089,Facility 720,Plant,Bengaluru
F0721,C0078,Facility 721,Hotel,Chennai
F0722,C0212,Facility 722,Plant,Mumbai
F0723,C0254,Facility 723,Warehouse,Chennai
F0724,C0277,Facility 724,Hotel,Pune
F0725,C0122,Facility 725,Plant,Pune
F0726,C0251,Facility 726,Hospital,Bengaluru
F0727,C0148,Facility 727,Plant,Bengaluru
F0728,C0344,Facility 728,Restaurant,Chennai
F0729,C0399,Facility 729,Warehouse,Bengaluru
F0730,C0327,Facility 730,Hotel,Pune
F0731,C0001,Facility 731,Hospital,Mumbai
F0732,C0497,Facility 732,Hospital,Bengaluru
F0733,C0012,Facility 733,Hospital,Hyderabad
F0734,C0500,Facility 734,Hospital,Hyderabad
F0735,C0016,Facility 735,Hospital,Mumbai
F0736,C0259,Facility 736,Hotel,Hyderabad
F0737,C0053,Facility 737,Plant,Hyderabad
F0738,C0048,Facility 738,Restaurant,Chennai
F0739,C0342,Facility 739,Warehouse,Hyderabad
F0740,C0364,Facility 740,Plant,Chennai
F0741,C0060,Facility 741,Hotel,Mumbai
F0742,C0489,Facility 742,Hotel,Chennai
F0743,C0161,Facility 743,Restaurant,Pune
F0744,C0160,Facility 744,Restaurant,Pune
F0745,C0149,Facility 745,Hospital,Delhi
F0746,C0231,Facility 746,Plant,Bengaluru
F0747,C0089,Facility 747,Restaurant,Hyderabad
F0748,C0213,Facility 748,Plant,Hyderabad
F0749,C0105,Facility 749,Hotel,Chennai
F0750,C0026,Facility 750,Warehouse,Mumbai
F0751,C0185,Facility 751,Hospital,Mumbai
F0752,C0337,Facility 752,Restaurant,Pune
F0753,C0382,Facility 753,Restaurant,Delhi
F0754,C0177,Facility 754,Warehouse,Mumbai
F0755,C0162,Facility 755,Hospital,Hyderabad
F0756,C0394,Facility 756,Hospital,Bengaluru
F0757,C0341,Facility 757,Hospital,Pune
F0758,C0417,Facility 758,Hospital,Bengaluru
F0759,C0454,Facility 759,Hotel,Pune
F0760,C0411,Facility 760,Hotel,Mumbai
F0761,C0469,Facility 761,Hospital,Pune
F0762,C0209,Facility 762,Restaurant,Chennai
F0763,C0198,Facility 763,Hospital,Hyderabad
F0764,C0161,Facility 764,Hospital,Delhi
F0765,C0118,Facility 765,Plant,Bengaluru
F0766,C0375,Facility 766,Hospital,Mumbai
F0767,C0358,Facility 767,Warehouse,Hyderabad
F0768,C0401,Facility 768,Plant,Delhi
F0769,C0084,Facility 769,Hotel,Hyderabad
F0770,C0246,Facility 770,Hospital,Pune
F0771,C0111,Facility 771,Hotel,Mumbai
F0772,C0447,Facility 772,Hospital,Delhi
F0773,C0134,Facility 773,Hospital,Hyderabad
F0774,C0072,Facility 774,Hotel,Delhi
F0775,C0285,Facility 775,Hotel,Hyderabad
F0776,C0440,Facility 776,Restaurant,Pune
F0777,C0458,Facility 777,Plant,Delhi
F0778,C0049,Facility 778,Hospital,Chennai
F0779,C0163,Facility 779,Warehouse,Chennai
F0780,C0077,Facility 780,Hospital,Delhi
F0781,C0154,Facility 781,Warehouse,Mumbai
F0782,C0267,Facility 782,Hospital,Delhi
F0783,C0141,Facility 783,Restaurant,Mumbai
F0784,C0034,Facility 784,Plant,Delhi
F0785,C0256,Facility 785,Hotel,Mumbai
F0786,C0027,Facility 786,Warehouse,Hyderabad
F0787,C0114,Facility 787,Hospital,Chennai
F0788,C0001,Facility 788,Restaurant,Pune
F0789,C0044,Facility 789,Plant,Pune
F0790,C0219,Facility 790,Plant,Delhi
F0791,C0426,Facility 791,Hotel,Pune
F0792,C0388,Facility 792,Warehouse,Hyderabad
F0793,C0050,Facility 793,Plant,Delhi
F0794,C0018,Facility 794,Warehouse,Hyderabad
F0795,C0170,Facility 795,Restaurant,Bengaluru
F0796,C0327,Facility 796,Plant,Bengaluru
F0797,C0374,Facility 797,Restaurant,Hyderabad
F0798,C0412,Facility 798,Warehouse,Hyderabad
F0799,C0172,Facility 799,Warehouse,Hyderabad
F0800,C0085,Facility 800,Warehouse,Pune
F0151,C0463,Facility 151,Hotel,Delhi
F0251,C0154,Facility 251,Warehouse,Delhi
